meeting_id,demo_booked,email,first_name,last_name,company_name,demo_status,rep,demo_scheduled,segment
021dea5b-14f8-45ef-a7a8-7a6232d2f687,05 July 2025,adam.miller@alexandergroup.com,Adam,Miller,Alexander Group,Scheduled,Taylor Lee,2025-07-15,MM
30c02a7f-b567-4fef-a7ee-8e0611d7ddfd,07-02-2025,danielle.freeman@wilson-salazarglobal.com,Danielle,Freeman,Wilson-Salazar Global,Scheduled,Morgan Brown,15 July 2025,MM
962d76e8-3bcc-4515-acd5-c27a1092a9ab,06 July 2025,lauren.mendez@wong-partners.com,Lauren,Mendez,Wong Partners,Scheduled,Morgan Brown,16/07/2025,MM
a0de750c-b617-42ed-b9b0-83a419db7fb8,2025-07-02,holly.valentine@nimbustechnologies.com,Holly,Valentine,Nimbus Technologies,Scheduled,Morgan Brown,14-Jul-25,MM
38b24178-1e84-485c-a49e-2686d9114c17,04-Jul-25,erin.mosley@lee-global.com,Erin,Mosley,Lee Global,Scheduled,Alex Smith,16 July 2025,MM
294fd525-2122-471f-9a58-c73ec7599516,2025/05/13 0:00,joseph.knight@blueconsulting.com,Joseph,Knight,Blue Consulting,Held,Jordan Johnson,2025-05-16,MM
395fac72-ca3c-45a7-b1a9-b53749c201de,"Jul 05, 2025",melissa.martinez@phoenixenterprises.com,Melissa,Martinez,Phoenix Enterprises,Scheduled,Alex Smith,2025/07/17 0:00,MM
ce734a18-e09b-4dca-976f-28d44121cfc2,2025/05/11 0:00,jessica.holmes@titanpartners.com,Jessica,Holmes,Titan Partners,Held,Casey Miller,13/05/2025,ENT
36097637-b020-4c0c-b8ff-251749aad980,2025-07-09,debra.davidson@apexgroup.com,Debra,Davidson,Apex Group,Scheduled,Jordan Johnson,07/28/2025,MM
aa084da4-927d-4a6c-894e-d55fae9bd6f3,"Jul 04, 2025",christian.reed@wrightsolutions.com,Christian,Reed,Wright Solutions,Scheduled,Taylor Lee,"Jul 17, 2025",MM
2bd50e61-d562-4bb7-bea8-7cbadb3dffe8,17 June 2025,jeremy.brown@penanetworks.com,Jeremy,Brown,Pena Networks,No-Show,Taylor Lee,07-Jul-25,MM
f7a3872b-6cf5-49c8-813e-fb8b0866d33f,20250623,desiree.hernandez@pruitt-webbtechnologies.com,Desiree,Hernandez,Pruitt-Webb Technologies,No-Show,Alex Smith,07-07-2025,SMB
cc782c70-a6b2-4ecf-8ffe-29d1a50e3fd2,05-20-2025,courtney.hayes@silverservices.com,Courtney,Hayes,Silver Services,Held,Skyler Moore,"May 22, 2025",SMB
9b4da847-598c-4bf1-ab9d-a14546768547,"Jun 25, 2025",dana.johns@marsh-bankssystems.com,Dana,Johns,Marsh-Banks Systems,Scheduled,Jordan Johnson,07-13-2025,MM
26eadc64-37ab-40ae-85ec-1a807271ec97,12 June 2025,gerald.powell@williamsanalytics.com,Gerald,Powell,Williams Analytics,No-Show,Skyler Moore,16/06/2025,SMB
f8fec0be-f5ec-4201-bfa7-fe739e17ae06,12/07/2025,jillian.young@white-global.com,Jillian,Young,White Global,Scheduled,Morgan Brown,"Jul 27, 2025",MM
629cea06-07ef-409b-a0c9-e9848c6661fa,04-22-2025,jesse.brown@vertexdynamics.com,Jesse,Brown,Vertex Dynamics,Held,Taylor Lee,"Apr 25, 2025",MM
e62dc6e8-c5bf-428f-9fb2-7f3cde0f63f3,20250705,kristen.joseph@molinaworks.com,Kristen,Joseph,Molina Works,Scheduled,Morgan Brown,2025/07/19 0:00,MM
caf1820c-45dd-4ee5-b10a-f54cd97c8d60,2025-07-03,ralph.nash@howard-enterprises.com,Ralph,Nash,Howard Enterprises,Scheduled,Morgan Brown,2025/07/17 0:00,MM
2063d2ff-3409-4e89-a237-84d851250367,05/17/2025,gregory.ponce@goldentechnologies.com,Gregory,Ponce,Golden Technologies,Held,Casey Miller,18-May-25,ENT
a4c5d703-dd13-43eb-a690-46e9d7270b93,13-Apr-25,brian.ramirez@apexstudios.com,Brian,Ramirez,Apex Studios,Held,Jordan Johnson,14/04/2025,MM
18508e95-86a5-49a3-b89f-e8321e0a0e45,"Jun 26, 2025",joshua.harmon@smith-global.com,Joshua,Harmon,Smith Global,Scheduled,Jordan Johnson,15/07/2025,MM
952836f1-1884-4b7c-991c-263cc14c0340,12 July 2025,matthew.spencer@johnson-consulting.com,Matthew,Spencer,Johnson Consulting,Scheduled,Taylor Lee,07-22-2025,MM
a50ec2c3-6876-41c3-b78f-1e8188b59901,23/06/2025,eric.carney@titannetworks.com,Eric,Carney,Titan Networks,Held,Taylor Lee,10/07/2025,MM
50a2ffe9-a5dd-4180-ba2d-b1a0de0de011,11-May-25,sierra.johnson@nimbussystems.com,Sierra,Johnson,Nimbus Systems,Held,Alex Smith,20250514,SMB
7bad58fc-66dd-44d2-9939-e50c3ab8f46c,"Jul 04, 2025",jenny.arias@erickson-enterprises.com,Jenny,Arias,Erickson Enterprises,Scheduled,Taylor Lee,2025-07-22,MM
094113bd-bdc8-40c9-9032-0c45053fced8,23 June 2025,jenna.hill@tanner-systems.com,Jenna,Hill,Tanner Systems,No-Show,Skyler Moore,24 June 2025,SMB
6faff65e-d4aa-418b-ba12-018aa19901b1,"May 21, 2025",penny.bowman@goldensolutions.com,Penny,Bowman,Golden Solutions,No-Show,Casey Miller,2025/05/26 0:00,ENT
a370dc0e-e0e1-4427-a4ff-e65a4702736f,11-May-25,patrick.moore@apexpartners.com,Patrick,Moore,Apex Partners,Held,Skyler Moore,16 May 2025,SMB
a6d9b8c0-e627-46a3-a942-8908606451da,20250625,anna.wheeler@walkergroup.com,Anna,Wheeler,Walker Group,No-Show,Casey Miller,2025-06-28,ENT
81f7cfb0-6c79-4ebe-a3a5-861d5e6d29f6,06/14/2025,tonya.hernandez@herreraenterprises.com,Tonya,Hernandez,Herrera Enterprises,No-Show,Jordan Johnson,2025-06-24,MM
ebcb4dbf-6009-4b9d-b21b-4e73c8e23b62,08 July 2025,brittany.kim@forgeinnovations.com,Brittany,Kim,Forge Innovations,Scheduled,Morgan Brown,07-21-2025,MM
c126f825-878f-48e5-8aa8-05b69931cdd4,12/07/2025,jessica.mcclain@masonsystems.com,Jessica,Mcclain,Mason Systems,Scheduled,Taylor Lee,07-27-2025,MM
f7f9d36e-a3e4-46a7-ade8-effc17544b3e,06/28/2025,aaron.miles@morseanalytics.com,Aaron,Miles,Morse Analytics,Scheduled,Jordan Johnson,17 July 2025,MM
b3890e0e-5757-4adf-8c0f-bd54f3bb82c4,2025/06/04 0:00,ashley.hall@redwoodsolutions.com,Ashley,Hall,Redwood Solutions,No-Show,Taylor Lee,06-21-2025,MM
a29481c9-6429-4d6b-a755-cff061853344,21-Jun-25,matthew.leon@yang-capital.com,Matthew,Leon,Yang Capital,No-Show,Casey Miller,22/06/2025,ENT
240afcdb-d7d2-4a7e-bc09-9c76fa1ecac3,15 April 2025,karla.ramos@velocitypartners.com,Karla,Ramos,Velocity Partners,Held,Skyler Moore,04-16-2025,SMB
4a4624b2-00d0-401f-9e1c-d10c732eb135,2025-04-21,megan.young@lunarstudios.com,Megan,Young,Lunar Studios,Held,Quinn Thomas,23 April 2025,ENT
f8d2bbdc-f025-4e6c-982e-261c1596907b,20250623,amber.guerrero@hernandez-technologies.com,Amber,Guerrero,Hernandez Technologies,No-Show,Skyler Moore,"Jun 27, 2025",SMB
4f01f9bd-1673-4b44-9257-5a023616cbe8,01-Jul-25,john.anderson@james-shortservices.com,John,Anderson,James-Short Services,Scheduled,Taylor Lee,07/13/2025,MM
69d60993-3a03-40fe-80bd-88ce8fc2664b,06/17/2025,sherry.marquez@hernandezventures.com,Sherry,Marquez,Hernandez Ventures,No-Show,Skyler Moore,2025/06/19 0:00,SMB
ca53e042-6fe3-446b-a935-69a8ec6733fb,06-14-2025,brian.rivera@clements-murphystudios.com,Brian,Rivera,Clements-Murphy Studios,No-Show,Alex Smith,02/07/2025,MM
2240dee7-64c7-400e-8eaf-179c11e2c5da,2025/04/16 0:00,angela.lin@summitlabs.com,Angela,Lin,Summit Labs,No-Show,Taylor Lee,2025-04-21,MM
e8562e9d-0b0d-49ab-a53f-d8a3f9b4333d,"Jun 26, 2025",joseph.pena@ramirezpartners.com,Joseph,Pena,Ramirez Partners,No-Show,Jordan Johnson,2025-07-07,MM
7e51f494-42ef-4c7f-849c-d4ceee2d9c72,07/04/2025,tamara.holden@gutierrez-hawkinsanalytics.com,Tamara,Holden,Gutierrez-Hawkins Analytics,Scheduled,Morgan Brown,2025/07/23 0:00,MM
6a1eee3d-d5da-499f-897c-e02b116a64ec,2025-06-23,james.richardson@brady-dynamics.com,James,Richardson,Brady Dynamics,No-Show,Skyler Moore,24/06/2025,SMB
bc19b850-263a-4fdf-bb5c-eec3ddf35e0b,13-Jun-25,thomas.anderson@stokesnetworks.com,Thomas,Anderson,Stokes Networks,No-Show,Alex Smith,20250701,MM
f53c5a5e-1394-4f31-8037-62c226ae9813,25-Jun-25,diane.evans@phoenixcapital.com,Diane,Evans,Phoenix Capital,Scheduled,Morgan Brown,2025/07/16 0:00,MM
88ffd107-63ca-41c5-b9a2-f060747a67f9,06/24/2025,ian.flores@thompsonholdings.com,Ian,Flores,Thompson Holdings,No-Show,Casey Miller,2025/06/25 0:00,ENT
59e9a523-6895-46d1-ae60-6f4253ad1648,2025/04/20 0:00,jordan.henderson@horizondevices.com,Jordan,Henderson,Horizon Devices,Held,Casey Miller,26/04/2025,ENT
88b7ebb5-2ce9-4307-b44a-2fa900397774,06/25/2025,karen.davis@reilly-rodriguezsolutions.com,Karen,Davis,Reilly-Rodriguez Solutions,No-Show,Jordan Johnson,04/07/2025,MM
534533eb-9986-42d0-b039-158c4369fbc3,20/06/2025,adrian.key@flores-works.com,Adrian,Key,Flores Works,No-Show,Skyler Moore,"Jun 24, 2025",SMB
c6d6f220-c070-4e86-85eb-099d369bb2ca,04/21/2025,justin.baker@silvernetworks.com,Justin,Baker,Silver Networks,Held,Skyler Moore,22-Apr-25,SMB
b87763e2-b965-46a7-97d4-5c1b9bc06a7c,20250505,april.frost@goldenglobal.com,April,Frost,Golden Global,No-Show,Skyler Moore,2025/05/10 0:00,SMB
6fac1390-f511-4bf5-8dd6-b8d5a083be97,01-Jul-25,catherine.thompson@guerrero-beckerworks.com,Catherine,Thompson,Guerrero-Becker Works,Scheduled,Taylor Lee,2025-07-16,MM
59a42927-725b-4a80-bcf1-8e0de67f1f8c,"Jun 26, 2025",brian.johnson@wrightservices.com,Brian,Johnson,Wright Services,Scheduled,Jordan Johnson,2025/07/14 0:00,MM
6be8caeb-9de2-437b-8af4-2d7ea4e8cd76,2025/07/08 0:00,william.macdonald@wilson-global.com,William,Macdonald,Wilson Global,Scheduled,Alex Smith,21 July 2025,MM
4847915d-1ef8-4991-b698-a330bf298332,29 June 2025,paul.watson@shawconsulting.com,Paul,Watson,Shaw Consulting,No-Show,Morgan Brown,10-Jul-25,MM
87e1ece3-98af-444a-8ab0-dff82b60bb64,2025/06/18 0:00,danielle.garcia@chavez-halltechnologies.com,Danielle,Garcia,Chavez-Hall Technologies,No-Show,Morgan Brown,08/07/2025,MM
4048ca70-9cc9-418f-81f9-c36048e58f37,20250704,ashley.kennedy@ashley-group.com,Ashley,Kennedy,Ashley Group,No-Show,Skyler Moore,"Jul 05, 2025",SMB
6fb1cbc6-bf0a-48c0-9845-d34d03105d95,17-May-25,debra.white@cascadedevices.com,Debra,White,Cascade Devices,Held,Skyler Moore,20250518,SMB
035c7524-4691-41b7-9064-4103924b1fc3,10 July 2025,martin.castillo@torres-capital.com,Martin,Castillo,Torres Capital,Scheduled,Alex Smith,2025/07/28 0:00,MM
50511c42-4046-46da-871d-c805937a3d43,07-02-2025,jonathan.smith@rich-hendersoninnovations.com,Jonathan,Smith,Rich-Henderson Innovations,No-Show,Jordan Johnson,"Jul 10, 2025",MM
d3af7687-138a-492d-ac8a-4a0732e31ba8,06-08-2025,cathy.robinson@stellardevices.com,Cathy,Robinson,Stellar Devices,No-Show,Morgan Brown,23-Jun-25,MM
ca3d8291-bafc-4db3-b94b-393915d04335,06/13/2025,teresa.perez@parkerservices.com,Teresa,Perez,Parker Services,No-Show,Quinn Thomas,06/16/2025,ENT
5e264b34-a577-43b7-a8d2-6835e60f3049,20/06/2025,daniel.chan@green-edwardsenterprises.com,Daniel,Chan,Green-Edwards Enterprises,no show,Skyler Moore,24/06/2025,SMB
d447866d-c9ae-43d6-8355-5bf0070db8d9,"May 11, 2025",natalie.bautista@blueinnovations.com,Natalie,Bautista,Blue Innovations,Held,Skyler Moore,2025/05/12 0:00,SMB
782a0c9e-8963-4ffb-a7da-5eeb4593ceae,2025/06/22 0:00,cindy.silva@miller-devices.com,Cindy,Silva,Miller Devices,Scheduled,Morgan Brown,20250714,MM
97ef2599-5923-47d5-a24e-fc614ed552f9,"Jul 08, 2025",brenda.green@taylornetworks.com,Brenda,Green,Taylor Networks,Scheduled,Taylor Lee,07-20-2025,MM
1d51f987-ec05-4cb3-ada3-7a247910ab62,06/14/2025,joshua.vance@quantumpartners.com,Joshua,Vance,Quantum Partners,No-Show,Alex Smith,20250701,MM
1cd43411-2fa8-489c-b83a-5c12a94bb40d,17/06/2025,kelly.thompson@brown-hernandezworks.com,Kelly,Thompson,Brown-Hernandez Works,No-Show,Morgan Brown,2025-07-02,MM
c4265764-fed7-4697-a83f-3528b45ef20e,"Jul 07, 2025",gabrielle.todd@carpenter-solutions.com,Gabrielle,Todd,Carpenter Solutions,Scheduled,Morgan Brown,20250724,MM
2aa49f09-404f-4f90-b230-cb9b1a962afd,2025/05/25 0:00,dustin.gallegos@phoenixstudios.com,Dustin,Gallegos,Phoenix Studios,Held,Casey Miller,05-27-2025,ENT
ff26cada-f2ea-4331-9edf-c6045f05ddd2,2025-06-29,allison.hickman@quantumventures.com,Allison,Hickman,Quantum Ventures,Scheduled,Morgan Brown,"Jul 14, 2025",MM
46a1f693-7a8d-4629-8063-1c50d82432e8,06/14/2025,charles.schultz@blueventures.com,Charles,Schultz,Blue Ventures,No-Show,Morgan Brown,06-29-2025,MM
293f0d14-8d45-4c99-9a9f-eeb27ccd8bf0,04-Jul-25,roy.mays@evans-global.com,Roy,Mays,Evans Global,Scheduled,Taylor Lee,07-17-2025,MM
dea807d5-3300-409a-a76a-27d9f7164cd5,"Jul 04, 2025",lisa.riley@arroyodynamics.com,Lisa,Riley,Arroyo Dynamics,Scheduled,Taylor Lee,07/16/2025,MM
0dfec92d-e563-4ccf-89f2-70f42d93b9a8,"Jun 22, 2025",patrick.thornton@cascadecapital.com,Patrick,Thornton,Cascade Capital,Held,Taylor Lee,03/07/2025,MM
931af23f-c5a2-4a96-b17c-ab3cdbaac56a,06-18-2025,angela.frost@taylor-ayalaconsulting.com,Angela,Frost,Taylor-Ayala Consulting,No-Show,Morgan Brown,27 June 2025,MM
dde04cc5-deb8-40c9-995d-2dbf24700f75,10/07/2025,brandon.alvarez@blakeenterprises.com,Brandon,Alvarez,Blake Enterprises,Scheduled,Skyler Moore,2025/07/17 0:00,SMB
f77a316e-c5ab-4bf3-8344-73085b31616f,07-Jul-25,michael.hensley@adams-innovations.com,Michael,Hensley,Adams Innovations,Scheduled,Morgan Brown,19/07/2025,MM
1a65f0f5-c4c9-40e9-b4e2-ed0f9764db9f,20250531,nicole.parrish@cascadeconsulting.com,Nicole,Parrish,Cascade Consulting,No-Show,Quinn Thomas,2025/06/03 0:00,ENT
25196c11-c8a1-4808-823a-e9513d7c8ea3,04-15-2025,sabrina.austin@goldendynamics.com,Sabrina,Austin,Golden Dynamics,No-Show,Skyler Moore,19-Apr-25,SMB
3349b04c-fcfc-483b-95c3-bdf93f774d46,30/06/2025,emma.reed@pioneerconsulting.com,Emma,Reed,Pioneer Consulting,Scheduled,Taylor Lee,07-19-2025,MM
200853c1-6d4a-4117-a6e3-a21ceb5ce847,"Jul 05, 2025",brittany.farmer@silverworks.com,Brittany,Farmer,Silver Works,Scheduled,Alex Smith,25 July 2025,SMB
c50a1902-43c0-42d8-a859-d25f172240c2,05/05/2025,meghan.cisneros@nimbusservices.com,Meghan,Cisneros,Nimbus Services,No-Show,Jordan Johnson,20250506,MM
15c2dde3-9442-4d8c-ac0b-1d59626f1199,01/07/2025,casey.gray@moore-networks.com,Casey,Gray,Moore Networks,Scheduled,Alex Smith,07/18/2025,MM
dd318268-40c6-4abd-a03d-618cf947f85c,12/07/2025,robert.rivera@pereznetworks.com,Robert,Rivera,Perez Networks,Scheduled,Taylor Lee,"Jul 29, 2025",MM
951969a6-c9ec-4172-b13f-ba6436daebb0,20250528,aaron.wise@pioneerstudios.com,Aaron,Wise,Pioneer Studios,No-Show,Quinn Thomas,06/02/2025,ENT
ab1cc19f-e261-4d79-be2e-f6dc509e397d,20250711,thomas.arnold@johnson-innovations.com,Thomas,Arnold,Johnson Innovations,Scheduled,Casey Miller,13 July 2025,ENT
90ff2976-87a1-4e7f-9919-0298afd545cd,07-01-2025,david.smith@moreno-gutierrezsystems.com,David,Smith,Moreno-Gutierrez Systems,Scheduled,Taylor Lee,2025-07-22,MM
329e5589-0e3d-46e7-9e5a-f3941d47d147,05/07/2025,brandon.nash@johnsonsystems.com,Brandon,Nash,Johnson Systems,no show,Casey Miller,08/07/2025,ENT
2f6b3779-2362-4da9-94d5-e49cc3d32c7d,05/05/2025,devon.flores@lunarglobal.com,Devon,Flores,Lunar Global,Canceled,Skyler Moore,2025-05-09,SMB
d632d132-b0ea-41f4-9a9d-36c6887fab93,12 April 2025,colton.martinez@apexdevices.com,Colton,Martinez,Apex Devices,Held,Jordan Johnson,04/16/2025,MM
6f388e98-81a9-4624-aee5-6b057057d36a,2025-07-06,christian.sosa@vang-solutions.com,Christian,Sosa,Vang Solutions,Scheduled,Jordan Johnson,21 July 2025,MM
fc96d993-1581-41ea-b7d0-0668ff2a63df,2025/06/18 0:00,sylvia.underwood@drake-wolfedynamics.com,Sylvia,Underwood,Drake-Wolfe Dynamics,No-Show,Skyler Moore,21-Jun-25,SMB
9ae8234d-7124-4eef-abb8-2a74655524ab,"Jun 16, 2025",rebecca.hicks@pioneersolutions.com,Rebecca,Hicks,Pioneer Solutions,No-Show,Jordan Johnson,06/30/2025,MM
68fc61c0-66d8-4110-bf6b-2965405495cf,04-27-2025,lindsay.martinez@titanservices.com,Lindsay,Martinez,Titan Services,Held,Riley Davis,04/30/2025,SMB
bd8075cf-1702-4836-af8e-25bcaa705b8c,26 May 2025,austin.osborne@redwoodlabs.com,Austin,Osborne,Redwood Labs,No-Show,Morgan Brown,27 May 2025,MM
e32d08dc-9483-4c9c-9f9e-bd63ac7274c3,03/06/2025,philip.cannon@horizonglobal.com,Philip,Cannon,Horizon Global,Held,Morgan Brown,"Jun 21, 2025",MM
fb103709-daab-4136-bd84-b549a00b6ff9,24 June 2025,jonathan.medina@wagner-capital.com,Jonathan,Medina,Wagner Capital,no show,Jordan Johnson,10/07/2025,MM
655602f2-635e-4989-9711-8dafc850d829,08-Jul-25,timothy.romero@vertexdevices.com,Timothy,Romero,Vertex Devices,Scheduled,Jordan Johnson,07/16/2025,MM
21c1d4b2-b742-4964-b24e-66a79eef5649,01 July 2025,kenneth.davis@miller-mccallconsulting.com,Kenneth,Davis,Miller-Mccall Consulting,Scheduled,Morgan Brown,"Jul 19, 2025",MM
c90a2d30-d0ce-4fbe-915d-b49d4f698d36,20250708,tyler.rivera@herrera-ventures.com,Tyler,Rivera,Herrera Ventures,Scheduled,Casey Miller,14/07/2025,ENT
3692ca4b-f9ed-4d46-ba50-813dacb2d121,05 May 2025,cassandra.gaines@mosaicnetworks.com,Cassandra,Gaines,Mosaic Networks,No-Show,Jordan Johnson,07 May 2025,MM
c7b18fb5-697c-4a95-b9d0-807923aebc29,20250512,mark.brown@vertexnetworks.com,Mark,Brown,Vertex Networks,no show,Riley Davis,05/15/2025,SMB
49332d26-15f6-45a7-b80e-a7f1f8c34df7,2025/06/27 0:00,kimberly.wilson@millerconsulting.com,Kimberly,Wilson,Miller Consulting,No-Show,Morgan Brown,10-Jul-25,MM
69d8db09-8fb0-424c-9d43-9ee00d6745d7,2025-07-12,jose.mitchell@williams-lisystems.com,Jose,Mitchell,Williams-Li Systems,Scheduled,Alex Smith,2025-07-28,MM
7f961254-5618-42a1-b8f1-7d6868a6e4b6,06-19-2025,robin.russell@barber-fischerlabs.com,Robin,Russell,Barber-Fischer Labs,No-Show,Casey Miller,"Jun 21, 2025",ENT
b5555962-bdb3-461b-9643-028ad396c15e,13 May 2025,shane.henderson@silversystems.com,Shane,Henderson,Silver Systems,No-Show,Riley Davis,05-15-2025,SMB
cba1d90e-ca1b-47a8-9fc5-100c66778e59,16-Apr-25,kathleen.moran@titandynamics.com,Kathleen,Moran,Titan Dynamics,Held,Riley Davis,20250420,SMB
cd58ed58-dbe5-40e2-822b-315ec8977228,04/15/2025,whitney.peters@redwoodsystems.com,Whitney,Peters,Redwood Systems,Cancelled,Riley Davis,2025-04-20,SMB
d153ac7e-8617-465c-8945-ab3d092865cb,2025/07/09 0:00,philip.vance@saunders-partners.com,Philip,Vance,Saunders Partners,Scheduled,Jordan Johnson,20250725,MM
43479acc-fa61-4871-afa8-dcfa9f79770c,23-Jun-25,megan.orr@stellarnetworks.com,Megan,Orr,Stellar Networks,Held,Alex Smith,07/11/2025,MM
122b62ca-db4f-4d2a-8e72-e9da79ba5831,17-Jun-25,richard.henson@blueglobal.com,Richard,Henson,Blue Global,Held,Taylor Lee,2025/07/03 0:00,MM
39612242-619c-40b0-92f1-aaf1516d8d68,06/30/2025,christopher.baker@williams-enterprises.com,Christopher,Baker,Williams Enterprises,Scheduled,Alex Smith,2025/07/20 0:00,MM
4edf6db9-82e5-430d-a112-86a8a2e138cc,11/07/2025,michael.ballard@cooper-devices.com,Michael,Ballard,Cooper Devices,Scheduled,Jordan Johnson,2025-07-28,MM
dfe3c5d1-4568-461b-8bca-c34b9549d381,20250528,tamara.davis@apexsolutions.com,Tamara,Davis,Apex Solutions,Canceled,Quinn Thomas,02/06/2025,ENT
187aca85-ece3-4da1-9589-1e94a34f6fad,2025-04-13,christine.wright@nimbusworks.com,Christine,Wright,Nimbus Works,Held,Morgan Brown,2025/04/16 0:00,MM
5b80238d-39fd-4049-8f63-bfc37470d637,14/06/2025,joyce.bowen@lunarsystems.com,Joyce,Bowen,Lunar Systems,No-Show,Morgan Brown,20250627,MM
fb2c10ff-479b-45b2-a9a5-3d8ee22c0611,"Jun 07, 2025",cynthia.vang@cascadeworks.com,Cynthia,Vang,Cascade Works,Held,Morgan Brown,22-Jun-25,MM
4ca0be7e-3e7d-42fd-93b5-e7646e8efabe,12-Jun-25,elizabeth.morton@anderson-systems.com,Elizabeth,Morton,Anderson Systems,No-Show,Morgan Brown,"Jun 25, 2025",MM
c211bd47-81bd-4f95-93f1-f338474a5a80,06/18/2025,tammy.mcdaniel@mendezsystems.com,Tammy,Mcdaniel,Mendez Systems,no show,Casey Miller,"Jun 26, 2025",ENT
93f599ba-eeb5-4cd4-ae30-59de6251c1ae,2025-06-30,paul.lewis@titanventures.com,Paul,Lewis,Titan Ventures,Held,Taylor Lee,11/07/2025,MM
4966ddd4-0659-4a18-8981-72c84f6e795d,06/30/2025,jessica.nicholson@moran-coxcapital.com,Jessica,Nicholson,Moran-Cox Capital,No-Show,Taylor Lee,2025/07/08 0:00,MM
9b192603-b790-4c74-bdef-61fe3000a4f5,06-30-2025,kevin.meyer@williamsworks.com,Kevin,Meyer,Williams Works,Scheduled,Taylor Lee,2025-07-14,MM
137c6407-d231-4e95-a9e4-8647c1bd5a88,07-04-2025,lynn.hernandez@jones-bradleyinnovations.com,Lynn,Hernandez,Jones-Bradley Innovations,No-Show,Casey Miller,2025/07/05 0:00,ENT
42c3bb1b-6f10-4624-9864-559d4aeeecd6,15/04/2025,matthew.mcmillan@titanholdings.com,Matthew,Mcmillan,Titan Holdings,Held,Jordan Johnson,20250416,MM
bd295047-d871-4f69-b20b-36af4651bae7,"Jul 09, 2025",carmen.stephens@evans-capital.com,Carmen,Stephens,Evans Capital,Scheduled,Morgan Brown,23 July 2025,MM
e769f309-3041-4951-8373-ddd0c9e9d81e,20250626,christian.king@trandynamics.com,Christian,King,Tran Dynamics,Scheduled,Morgan Brown,2025/07/12 0:00,MM
194f07b9-df25-4495-bb28-62258928efb3,2025-07-05,shannon.rivera@blueholdings.com,Shannon,Rivera,Blue Holdings,Scheduled,Jordan Johnson,18/07/2025,MM
eb5d7658-a7a4-402a-8260-18a6f5086734,2025/05/07 0:00,victoria.garcia@phoenixconsulting.com,Victoria,Garcia,Phoenix Consulting,No-Show,Riley Davis,10 May 2025,SMB
2cb76246-93ed-4004-ba51-20de7e306575,07 July 2025,ryan.rosales@quantumservices.com,Ryan,Rosales,Quantum Services,Scheduled,Jordan Johnson,"Jul 17, 2025",MM
1b7d432d-3787-489c-9d30-7a6a7b3c862c,06/28/2025,lori.guerrero@phoenixholdings.com,Lori,Guerrero,Phoenix Holdings,Scheduled,Alex Smith,07-14-2025,MM
7415d079-14e8-43b8-90b3-73a0a53ef659,20250429,dana.chapman@cascadetechnologies.com,Dana,Chapman,Cascade Technologies,Held,Riley Davis,2025/05/02 0:00,SMB
0c1141fa-e4d4-4543-914d-ef1ce2abf998,22-Apr-25,tracy.montoya@quantumconsulting.com,Tracy,Montoya,Quantum Consulting,Held,Quinn Thomas,23/04/2025,ENT
2a06a024-1f88-4d87-b51c-a38646520aba,2025-06-25,linda.ortiz@wilsonholdings.com,Linda,Ortiz,Wilson Holdings,no show,Alex Smith,20250707,ENT
6868a11b-3de1-4558-acb7-da223aa90efa,21-May-25,lisa.hunter@redwoodenterprises.com,Lisa,Hunter,Redwood Enterprises,No-Show,Morgan Brown,20250525,MM
e43313cc-cf4a-4104-b53f-2d33b7f5c8ec,09 July 2025,alex.jefferson@floresnetworks.com,Alex,Jefferson,Flores Networks,Scheduled,Jordan Johnson,2025/07/27 0:00,MM
a1a68d36-f13b-439b-8158-65cbe738e429,06/24/2025,kristina.robinson@murray-partners.com,Kristina,Robinson,Murray Partners,no show,Alex Smith,11 July 2025,MM
1ba55147-b1d6-4a28-8a62-fca10e9044b1,2025/04/16 0:00,victor.baker@apexdynamics.com,Victor,Baker,Apex Dynamics,no show,Riley Davis,04-21-2025,SMB
9eb76287-67e3-4edd-a1ad-1030fdfbf116,03-Jul-25,brian.ayala@cruzconsulting.com,Brian,Ayala,Cruz Consulting,Scheduled,Taylor Lee,2025/07/17 0:00,MM
4f591837-1f24-4c27-8e09-e6a9f7c0e46d,05/03/2025,jack.white@apexnetworks.com,Jack,White,Apex Networks,Held,Quinn Thomas,"May 08, 2025",ENT
1d1fa25a-e9bf-4a8b-adc8-d9d0a54da161,06-24-2025,keith.jennings@stellaranalytics.com,Keith,Jennings,Stellar Analytics,Held,Morgan Brown,07/05/2025,MM
5e74095e-c50b-4c65-9eb0-472449dd64cb,2025/06/21 0:00,bradley.gonzales@abbottinnovations.com,Bradley,Gonzales,Abbott Innovations,No-Show,Casey Miller,06-28-2025,ENT
ce40d1e0-89a1-46a1-ad72-dffee73be9c8,2025/05/28 0:00,jeffrey.chandler@bluestudios.com,Jeffrey,Chandler,Blue Studios,Held,Quinn Thomas,2025-05-25,ENT
d92a4afb-5b15-471c-9f18-778c2ffc5799,19/04/2025,jasmin.alvarado@vertexconsulting.com,Jasmin,Alvarado,Vertex Consulting,No-Show,Riley Davis,2025/04/22 0:00,SMB
91763161-2120-40f4-b584-a1761e254624,20250525,hannah.luna@vertexpartners.com,Hannah,Luna,Vertex Partners,No-Show,Alex Smith,2025-05-28,MM
c013b7dd-c605-4bd1-9e26-cf7efe50d5b2,07-11-2025,alexandra.meyer@watson-solutions.com,Alexandra,Meyer,Watson Solutions,Scheduled,Morgan Brown,24/07/2025,MM
